component,explained_energy,family,layer,model_id,rank,revision
ff,0.9675071239471436,alternation:tense,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,alternation:tense,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9764692187309265,alternation:animal,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,alternation:animal,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9995067119598389,question:temperature,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,question:temperature,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9954647421836853,mapping:direction,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,mapping:direction,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9963893890380859,question:geography,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,question:geography,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9984030723571777,mapping:number,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,mapping:number,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9952204823493958,arrow:number,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,arrow:number,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9981585144996643,question:number,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,question:number,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9976351261138916,mapping:animal,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,mapping:animal,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9989906549453735,arrow:temperature,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,arrow:temperature,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9617185592651367,alternation:number,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,alternation:number,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9980449676513672,question:animal,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,question:animal,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9983543753623962,mapping:color,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,mapping:color,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9948000907897949,arrow:direction,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,arrow:direction,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9952320456504822,alternation:color,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,alternation:color,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.999004602432251,question:color,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,question:color,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9991987943649292,alternation:magnitude,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,alternation:magnitude,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.8886867761611938,alternation:geography,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,alternation:geography,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9975861310958862,arrow:animal,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,arrow:animal,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9989970922470093,arrow:magnitude,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,arrow:magnitude,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9967246651649475,mapping:geography,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,mapping:geography,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9992418885231018,mapping:magnitude,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,mapping:magnitude,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9966875314712524,alternation:temperature,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,alternation:temperature,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9937567114830017,arrow:geography,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,arrow:geography,5,EleutherAI/pythia-70m-deduped,2,step143000
ff,0.9976493120193481,arrow:color,5,EleutherAI/pythia-70m-deduped,1,step143000
ff,1.0,arrow:color,5,EleutherAI/pythia-70m-deduped,2,step143000
sa,0.9924043416976929,mapping:tense,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:tense,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.6929509043693542,alternation:direction,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:direction,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9994746446609497,question:direction,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:direction,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.999881386756897,question:magnitude,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:magnitude,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.998390257358551,mapping:temperature,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:temperature,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9993911981582642,question:tense,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:tense,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9915398359298706,arrow:tense,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:tense,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.6275196075439453,alternation:tense,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:tense,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.784608781337738,alternation:animal,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:animal,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9999416470527649,question:temperature,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:temperature,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9921417832374573,mapping:direction,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:direction,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9994372725486755,question:geography,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:geography,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9976370334625244,mapping:number,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:number,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9956938028335571,arrow:number,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:number,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9993472099304199,question:number,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:number,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9988316297531128,mapping:animal,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:animal,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9988635778427124,arrow:temperature,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:temperature,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8549835681915283,alternation:number,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:number,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9998472929000854,question:animal,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:animal,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9988846778869629,mapping:color,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:color,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9939942955970764,arrow:direction,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:direction,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8029226064682007,alternation:color,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:color,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.999952495098114,question:color,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:color,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9174289107322693,alternation:magnitude,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:magnitude,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.7037357091903687,alternation:geography,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:geography,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9963185787200928,arrow:animal,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:animal,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9989927411079407,arrow:magnitude,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:magnitude,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9979825615882874,mapping:geography,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:geography,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9993065595626831,mapping:magnitude,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:magnitude,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8442801237106323,alternation:temperature,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:temperature,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9934309720993042,arrow:geography,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:geography,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9980404376983643,arrow:color,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:color,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9843904972076416,mapping:tense,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:tense,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.7408443689346313,alternation:direction,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:direction,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.998083233833313,question:direction,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:direction,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9996039271354675,question:magnitude,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:magnitude,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9963276386260986,mapping:temperature,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:temperature,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9972956776618958,question:tense,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:tense,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9638141393661499,arrow:tense,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:tense,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.7258272171020508,alternation:tense,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:tense,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.8496455550193787,alternation:animal,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:animal,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9997624158859253,question:temperature,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:temperature,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9799450635910034,mapping:direction,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:direction,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9979825019836426,question:geography,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:geography,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9949278235435486,mapping:number,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:number,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9848542809486389,arrow:number,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:number,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9967311024665833,question:number,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:number,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9971864223480225,mapping:animal,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:animal,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9950958490371704,arrow:temperature,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:temperature,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.7964428067207336,alternation:number,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:number,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9994052648544312,question:animal,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:animal,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.997224748134613,mapping:color,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:color,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9689334034919739,arrow:direction,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:direction,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.8944181799888611,alternation:color,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:color,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9998335838317871,question:color,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,question:color,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9253356456756592,alternation:magnitude,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:magnitude,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.7765870690345764,alternation:geography,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:geography,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9881198406219482,arrow:animal,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:animal,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9958801865577698,arrow:magnitude,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:magnitude,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9957860708236694,mapping:geography,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:geography,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.998482346534729,mapping:magnitude,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:magnitude,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.8756182789802551,alternation:temperature,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:temperature,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9745434522628784,arrow:geography,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:geography,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9937235116958618,arrow:color,0,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,arrow:color,0,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9283417463302612,mapping:tense,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:tense,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8374402523040771,alternation:direction,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:direction,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9713134765625,question:direction,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:direction,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9905121922492981,question:magnitude,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:magnitude,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9511854648590088,mapping:temperature,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:temperature,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9694526195526123,question:tense,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:tense,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9255841970443726,arrow:tense,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:tense,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8785121440887451,alternation:tense,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:tense,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8817225694656372,alternation:animal,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:animal,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9820147752761841,question:temperature,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:temperature,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9527827501296997,mapping:direction,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:direction,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9835291504859924,question:geography,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:geography,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9013712406158447,mapping:number,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:number,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9476615190505981,arrow:number,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:number,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9797338247299194,question:number,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:number,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9546422362327576,mapping:animal,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:animal,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.958074152469635,arrow:temperature,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:temperature,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8163298964500427,alternation:number,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:number,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.978424072265625,question:animal,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:animal,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9385815262794495,mapping:color,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:color,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.909179151058197,arrow:direction,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:direction,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9045026302337646,alternation:color,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:color,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9906026721000671,question:color,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,question:color,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8390204906463623,alternation:magnitude,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:magnitude,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.8498360514640808,alternation:geography,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:geography,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9473496675491333,arrow:animal,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:animal,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9617342352867126,arrow:magnitude,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:magnitude,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9358238577842712,mapping:geography,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:geography,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9666908383369446,mapping:magnitude,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,mapping:magnitude,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9011344909667969,alternation:temperature,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,alternation:temperature,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9180765151977539,arrow:geography,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:geography,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
sa,0.9641950726509094,arrow:color,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
sa,1.0,arrow:color,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.903846263885498,mapping:tense,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,mapping:tense,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.8345500826835632,alternation:direction,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
ff,1.0,alternation:direction,14,Qwen/Qwen3-0.6B,2,c1899de289a04d12100db370d81485cdf75e47ca
ff,0.9558977484703064,question:direction,14,Qwen/Qwen3-0.6B,1,c1899de289a04d12100db370d81485cdf75e47ca
