accuracy_delta,example_id,head,js_damage,layer,margin_delta,mode,model_depth,model_seed,predicate,required_path,stage,status
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1,1.5348196029663086e-05,1,0.15778541564941406,zero,4,23,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2,8.247116056736559e-06,1,0.11374187469482422,zero,4,23,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3,4.67216013930738e-05,1,0.4113187789916992,zero,4,23,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0,1.6357349522877485e-05,2,0.0477142333984375,zero,4,23,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1,1.437312221241882e-05,2,-0.06551456451416016,zero,4,23,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2,4.914705641567707e-05,2,0.08976459503173828,zero,4,23,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3,6.250920705497265e-05,2,0.3811798095703125,zero,4,23,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,0,6.0846490669064224e-05,3,0.17313861846923828,zero,4,23,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,1,4.4299798901192844e-05,3,0.30490970611572266,zero,4,23,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,2,2.4653258151374757e-05,3,0.1298351287841797,zero,4,23,isAncestor,3,s1,
0,test:isAncestor:D8:d3:b2:N64:t3:paligned:tree307:i20003,3,3.762422420550138e-05,3,0.1642923355102539,zero,4,23,isAncestor,3,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0,0.010337451472878456,0,-5.200226783752441,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1,4.344921762822196e-06,0,-0.36783885955810547,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2,0.0006211635190993547,0,-2.6713991165161133,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3,7.275673397089122e-10,0,0.005008697509765625,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0,7.170820026658475e-08,1,-0.05280780792236328,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1,3.4104341466445476e-06,1,0.3397359848022461,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2,8.011343197722454e-07,1,0.19464683532714844,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3,5.647366378980223e-07,1,-0.00968170166015625,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0,2.86688646156108e-07,2,0.10642242431640625,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1,2.4154928723874036e-08,2,0.02344989776611328,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2,4.51152004643518e-09,2,-0.010463714599609375,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3,1.5740306480438448e-07,2,0.059029579162597656,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0,3.460286279732827e-09,3,-0.010934829711914062,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1,1.6642843547742814e-08,3,0.02243518829345703,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2,3.702984940900933e-08,3,0.03447532653808594,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3,3.3421940770494984e-09,3,-0.00502777099609375,role_matched_replace,4,23,isAncestor,1,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0,1.3274395314510912e-05,0,0.11584949493408203,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1,0.000307700305711478,0,1.0933523178100586,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2,0.0008651242242194712,0,3.4671812057495117,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3,1.920966496982146e-09,0,0.0016727447509765625,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0,4.653634277929086e-07,1,-0.033867835998535156,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1,1.3516860235540662e-06,1,-0.009991645812988281,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2,8.85316330823116e-06,1,0.17629623413085938,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3,5.560318095376715e-05,1,0.4454622268676758,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0,1.009344487101771e-06,2,0.02559947967529297,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1,1.1536831152625382e-06,2,-0.06218242645263672,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2,6.709501576551702e-08,2,-0.006606101989746094,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3,2.8220283638802357e-06,2,-0.07545852661132812,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0,8.976307981356513e-07,3,-0.056003570556640625,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1,3.602035576477647e-07,3,-0.028654098510742188,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2,2.869446689146571e-07,3,0.03140735626220703,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3,1.3187059266783763e-07,3,0.018426895141601562,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0,2.3227571546158288e-06,0,0.4366168975830078,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1,8.167160558514297e-05,0,-1.4012956619262695,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2,1.602074371476192e-05,0,-0.06386566162109375,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,3,2.203196913797001e-08,0,-0.02798175811767578,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0,1.9378603610675782e-07,1,-0.015337944030761719,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1,9.436641903448617e-07,1,0.15258502960205078,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2,1.2109728686482413e-06,1,-0.03630256652832031,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,3,6.473107987403637e-07,1,0.20319461822509766,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0,2.799913545459276e-08,2,-0.03611946105957031,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1,1.0497132052478264e-08,2,-0.00897979736328125,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2,4.9690925152390264e-08,2,0.04260063171386719,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,3,6.546156328113284e-07,2,0.20824337005615234,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0,3.958922434321721e-08,3,0.046530723571777344,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1,1.8220049469164223e-08,3,0.03303813934326172,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2,1.889864620352455e-08,3,-0.020035743713378906,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,3,1.4791396552027436e-08,3,-0.036683082580566406,role_matched_replace,4,23,isAncestor,8,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,0.057301681488752365,0,-4.240581512451172,role_matched_replace,4,23,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,0.0003204778768122196,0,0.8052196502685547,role_matched_replace,4,23,isAncestor,6,s1,
-1,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,0.5893163681030273,0,-9.000638008117676,role_matched_replace,4,23,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,8.279721441795118e-07,0,-0.031114578247070312,role_matched_replace,4,23,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,2.5319877750007436e-06,1,-0.0027513504028320312,role_matched_replace,4,23,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,9.179295739158988e-05,1,-0.38883113861083984,role_matched_replace,4,23,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,0.00012596511805895716,1,0.6535396575927734,role_matched_replace,4,23,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,6.050839147064835e-05,1,-0.3529491424560547,role_matched_replace,4,23,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,5.308829713612795e-07,2,-0.015239715576171875,role_matched_replace,4,23,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,1.2965756468474865e-06,2,0.0013303756713867188,role_matched_replace,4,23,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,4.408049790072255e-06,2,-0.08051872253417969,role_matched_replace,4,23,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,6.675149052171037e-06,2,-0.008017539978027344,role_matched_replace,4,23,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,7.258968253154308e-07,3,-0.011855125427246094,role_matched_replace,4,23,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,4.264142262400128e-06,3,-0.09110260009765625,role_matched_replace,4,23,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,1.4660436136182398e-06,3,-0.047829627990722656,role_matched_replace,4,23,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,5.800175131298602e-07,3,-0.01730060577392578,role_matched_replace,4,23,isAncestor,6,s1,
-1,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0,0.6899650692939758,0,-12.984308242797852,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1,0.09674675762653351,0,-7.009012222290039,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2,3.754843783099204e-05,0,1.3544235229492188,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3,1.9612394680734724e-05,0,0.7908515930175781,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0,2.808060344250407e-07,1,0.0814056396484375,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1,8.586613375882735e-08,1,-0.01416778564453125,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2,5.0411273377903854e-08,1,-0.007251739501953125,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3,6.363492502714507e-06,1,-0.21240711212158203,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0,6.346494046738371e-06,2,0.419921875,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1,3.7655991036444902e-06,2,0.3225688934326172,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2,5.155570761417039e-06,2,0.38043975830078125,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3,4.314604666433297e-06,2,0.3525257110595703,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0,1.4550398191204295e-05,3,0.7101173400878906,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1,7.205089787021279e-07,3,0.09152793884277344,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2,6.03556509304326e-06,3,0.41298866271972656,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3,1.706289367575664e-07,3,0.05417442321777344,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0,1.0228874089079909e-05,4,0.5728473663330078,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1,8.325831004185602e-06,4,0.4913444519042969,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2,1.1606953194132075e-05,4,0.6006565093994141,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3,1.5141926269279793e-05,4,0.7301425933837891,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,0,5.805379259982146e-06,5,0.4090538024902344,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,1,5.776482794317417e-06,5,0.41805267333984375,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,2,1.316047928412445e-07,5,0.032581329345703125,zero,6,37,isAncestor,1,s1,
0,test:isAncestor:D8:d1:b2:N4:t0:paligned:tree101:i0,3,3.22344021697063e-06,5,0.29168128967285156,zero,6,37,isAncestor,1,s1,
-1,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0,0.6899665594100952,0,-13.442975044250488,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1,0.18024995923042297,0,-7.729673385620117,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2,1.8772723706206307e-05,0,0.7899818420410156,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3,1.3746946933679283e-05,0,0.6063404083251953,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0,7.63496063882485e-06,1,-0.3632850646972656,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1,6.971544053158141e-08,1,0.0058879852294921875,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2,3.80896199203562e-06,1,-0.2760353088378906,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3,2.8602153179235756e-06,1,-0.0879831314086914,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0,9.38447192311287e-06,2,0.5214633941650391,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1,2.9163456929381937e-06,2,0.26883697509765625,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2,8.232469554059207e-06,2,0.4877967834472656,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3,4.315479600336403e-06,2,0.33763694763183594,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0,1.5463392628589645e-05,3,0.7039031982421875,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1,1.8508990251575597e-07,3,0.04516410827636719,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2,8.165659892256372e-06,3,0.48337364196777344,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3,7.1395902523363475e-09,3,0.009710311889648438,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0,1.2007516488665715e-05,4,0.6116065979003906,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1,6.8287372414488345e-06,4,0.42923736572265625,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2,1.1505817383294925e-05,4,0.5929546356201172,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3,1.7257934814551845e-05,4,0.7636241912841797,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,0,5.1620481826830655e-06,5,0.3795509338378906,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,1,7.1948834374779835e-06,5,0.458740234375,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,2,7.511107469326816e-08,5,0.031291961669921875,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D8:d8:b2:N4:t0:paligned:tree307:i0,3,2.865184796974063e-06,5,0.2709808349609375,zero,6,37,isAncestor,8,s1,
-1,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0,0.68532794713974,0,-15.20462417602539,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1,0.1326259970664978,0,-8.619125366210938,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2,2.068209505523555e-05,0,1.5366077423095703,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,3,1.098702796298312e-05,0,-0.14583969116210938,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0,1.5076406270964071e-05,1,-0.6844520568847656,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1,4.248510776960757e-06,1,0.49402427673339844,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2,6.460054464696441e-07,1,-0.15963172912597656,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,3,1.7302991182077676e-05,1,-0.3385152816772461,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0,2.8045533326803707e-06,2,0.48035621643066406,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1,2.015099198615644e-06,2,0.3861045837402344,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2,2.3062848413246684e-06,2,0.4522209167480469,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,3,1.4793968148296699e-06,2,0.36358070373535156,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0,5.548652552533895e-06,3,0.6701068878173828,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1,5.656165740219876e-07,3,0.12125778198242188,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2,3.0991413950687274e-06,3,0.506317138671875,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,3,2.808280896715587e-08,3,0.04712104797363281,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0,5.535826858249493e-06,4,0.6281147003173828,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1,4.678056939155795e-06,4,0.6218910217285156,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2,4.4869120756629854e-06,4,0.6348972320556641,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,3,6.415403731807601e-06,4,0.8071575164794922,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,0,2.4019673219299875e-06,5,0.4191265106201172,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,1,2.4585515348007903e-06,5,0.4415111541748047,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,2,1.3450869573716773e-07,5,0.020299911499023438,zero,6,37,isAncestor,8,s1,
0,test:isAncestor:D12:d8:b2:N4:t0:paligned:tree211:i0,3,2.062086423393339e-06,5,0.3137969970703125,zero,6,37,isAncestor,8,s1,
-1,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,0.6650941371917725,0,-8.96267032623291,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,0.11673547327518463,0,-5.640085220336914,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,5.4071409977041185e-05,0,0.5446968078613281,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,0.00025394486146979034,0,-0.89837646484375,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,4.2907959141302854e-07,1,-0.03253364562988281,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,9.328005035058595e-09,1,0.0073986053466796875,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,2.2948779587750323e-07,1,-0.0132904052734375,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,0.00013882620260119438,1,-0.601780891418457,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,2.227880759164691e-05,2,0.32782745361328125,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,4.35970832768362e-08,2,-0.011713027954101562,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,1.164012064691633e-05,2,0.22005653381347656,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,1.1752981663448736e-06,2,0.03646659851074219,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,7.822134648449719e-06,3,0.1796722412109375,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,2.580227010184899e-05,3,0.3771648406982422,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,2.9933435143902898e-06,3,0.09908676147460938,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,2.257966116303578e-07,3,0.02558135986328125,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,1.941338268807158e-05,4,0.3147144317626953,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,2.9282622563187033e-05,4,0.39699554443359375,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,3.3549004001542926e-06,4,0.08372306823730469,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,3.566023224266246e-06,4,0.11716079711914062,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,0,9.23846528166905e-07,5,0.029756546020507812,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,1,2.860506356228143e-06,5,-0.11379432678222656,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,2,1.663436705712229e-05,5,0.3058967590332031,zero,6,37,isAncestor,6,s1,
0,test:isAncestor:D16:d6:b2:N4:t1:paligned:tree101:i1,3,1.4526282029692084e-05,5,0.28220558166503906,zero,6,37,isAncestor,6,s1,
