branching,correct,depth,distractors,example_id,failure,generated_action_tokens,machine,model_forwards,oracle_controller,prompt_tokens,result_type,run_id,shuffled,stage,termination_correct,tool_calls,tool_execution_is_model_reasoning,tool_strength,total_context_tokens
1,True,2,0,matched:K2:10,,10,M4,3,True,12,reference_oracle,matched:K2:10:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:10,,10,M4,3,True,12,reference_oracle,matched:K2:10:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:10,,10,M4,3,True,12,reference_oracle,matched:K2:10:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:11,,10,M4,3,True,12,reference_oracle,matched:K2:11:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:11,,10,M4,3,True,12,reference_oracle,matched:K2:11:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:11,,10,M4,3,True,12,reference_oracle,matched:K2:11:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:12,,10,M4,3,True,12,reference_oracle,matched:K2:12:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:12,,10,M4,3,True,12,reference_oracle,matched:K2:12:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:12,,10,M4,3,True,12,reference_oracle,matched:K2:12:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:13,,10,M4,3,True,12,reference_oracle,matched:K2:13:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:13,,10,M4,3,True,12,reference_oracle,matched:K2:13:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:13,,10,M4,3,True,12,reference_oracle,matched:K2:13:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:14,,10,M4,3,True,12,reference_oracle,matched:K2:14:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:14,,10,M4,3,True,12,reference_oracle,matched:K2:14:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:14,,10,M4,3,True,12,reference_oracle,matched:K2:14:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:15,,10,M4,3,True,12,reference_oracle,matched:K2:15:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:15,,10,M4,3,True,12,reference_oracle,matched:K2:15:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:15,,10,M4,3,True,12,reference_oracle,matched:K2:15:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:16,,10,M4,3,True,12,reference_oracle,matched:K2:16:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:16,,10,M4,3,True,12,reference_oracle,matched:K2:16:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:16,,10,M4,3,True,12,reference_oracle,matched:K2:16:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:17,,10,M4,3,True,12,reference_oracle,matched:K2:17:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:17,,10,M4,3,True,12,reference_oracle,matched:K2:17:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:17,,10,M4,3,True,12,reference_oracle,matched:K2:17:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:18,,10,M4,3,True,12,reference_oracle,matched:K2:18:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:18,,10,M4,3,True,12,reference_oracle,matched:K2:18:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:18,,10,M4,3,True,12,reference_oracle,matched:K2:18:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:19,,10,M4,3,True,12,reference_oracle,matched:K2:19:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:19,,10,M4,3,True,12,reference_oracle,matched:K2:19:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:19,,10,M4,3,True,12,reference_oracle,matched:K2:19:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:20,,10,M4,3,True,12,reference_oracle,matched:K2:20:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:20,,10,M4,3,True,12,reference_oracle,matched:K2:20:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:20,,10,M4,3,True,12,reference_oracle,matched:K2:20:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:21,,10,M4,3,True,12,reference_oracle,matched:K2:21:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:21,,10,M4,3,True,12,reference_oracle,matched:K2:21:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:21,,10,M4,3,True,12,reference_oracle,matched:K2:21:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:22,,10,M4,3,True,12,reference_oracle,matched:K2:22:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:22,,10,M4,3,True,12,reference_oracle,matched:K2:22:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:22,,10,M4,3,True,12,reference_oracle,matched:K2:22:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:23,,10,M4,3,True,12,reference_oracle,matched:K2:23:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:23,,10,M4,3,True,12,reference_oracle,matched:K2:23:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:23,,10,M4,3,True,12,reference_oracle,matched:K2:23:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:24,,10,M4,3,True,12,reference_oracle,matched:K2:24:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:24,,10,M4,3,True,12,reference_oracle,matched:K2:24:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:24,,10,M4,3,True,12,reference_oracle,matched:K2:24:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:25,,10,M4,3,True,12,reference_oracle,matched:K2:25:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:25,,10,M4,3,True,12,reference_oracle,matched:K2:25:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:25,,10,M4,3,True,12,reference_oracle,matched:K2:25:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:26,,10,M4,3,True,12,reference_oracle,matched:K2:26:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:26,,10,M4,3,True,12,reference_oracle,matched:K2:26:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:26,,10,M4,3,True,12,reference_oracle,matched:K2:26:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:27,,10,M4,3,True,12,reference_oracle,matched:K2:27:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:27,,10,M4,3,True,12,reference_oracle,matched:K2:27:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:27,,10,M4,3,True,12,reference_oracle,matched:K2:27:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:28,,10,M4,3,True,12,reference_oracle,matched:K2:28:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:28,,10,M4,3,True,12,reference_oracle,matched:K2:28:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:28,,10,M4,3,True,12,reference_oracle,matched:K2:28:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:29,,10,M4,3,True,12,reference_oracle,matched:K2:29:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:29,,10,M4,3,True,12,reference_oracle,matched:K2:29:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:29,,10,M4,3,True,12,reference_oracle,matched:K2:29:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:30,,10,M4,3,True,12,reference_oracle,matched:K2:30:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:30,,10,M4,3,True,12,reference_oracle,matched:K2:30:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:30,,10,M4,3,True,12,reference_oracle,matched:K2:30:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:31,,10,M4,3,True,12,reference_oracle,matched:K2:31:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:31,,10,M4,3,True,12,reference_oracle,matched:K2:31:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:31,,10,M4,3,True,12,reference_oracle,matched:K2:31:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:32,,10,M4,3,True,12,reference_oracle,matched:K2:32:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:32,,10,M4,3,True,12,reference_oracle,matched:K2:32:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:32,,10,M4,3,True,12,reference_oracle,matched:K2:32:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:33,,10,M4,3,True,12,reference_oracle,matched:K2:33:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:33,,10,M4,3,True,12,reference_oracle,matched:K2:33:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:33,,10,M4,3,True,12,reference_oracle,matched:K2:33:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:34,,10,M4,3,True,12,reference_oracle,matched:K2:34:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:34,,10,M4,3,True,12,reference_oracle,matched:K2:34:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:34,,10,M4,3,True,12,reference_oracle,matched:K2:34:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:35,,10,M4,3,True,12,reference_oracle,matched:K2:35:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:35,,10,M4,3,True,12,reference_oracle,matched:K2:35:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:35,,10,M4,3,True,12,reference_oracle,matched:K2:35:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:36,,10,M4,3,True,12,reference_oracle,matched:K2:36:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:36,,10,M4,3,True,12,reference_oracle,matched:K2:36:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:36,,10,M4,3,True,12,reference_oracle,matched:K2:36:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:37,,10,M4,3,True,12,reference_oracle,matched:K2:37:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:37,,10,M4,3,True,12,reference_oracle,matched:K2:37:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:37,,10,M4,3,True,12,reference_oracle,matched:K2:37:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:38,,10,M4,3,True,12,reference_oracle,matched:K2:38:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:38,,10,M4,3,True,12,reference_oracle,matched:K2:38:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:38,,10,M4,3,True,12,reference_oracle,matched:K2:38:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:39,,10,M4,3,True,12,reference_oracle,matched:K2:39:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:39,,10,M4,3,True,12,reference_oracle,matched:K2:39:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:39,,10,M4,3,True,12,reference_oracle,matched:K2:39:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:40,,10,M4,3,True,12,reference_oracle,matched:K2:40:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:40,,10,M4,3,True,12,reference_oracle,matched:K2:40:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:40,,10,M4,3,True,12,reference_oracle,matched:K2:40:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:41,,10,M4,3,True,12,reference_oracle,matched:K2:41:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:41,,10,M4,3,True,12,reference_oracle,matched:K2:41:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:41,,10,M4,3,True,12,reference_oracle,matched:K2:41:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:42,,10,M4,3,True,12,reference_oracle,matched:K2:42:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:42,,10,M4,3,True,12,reference_oracle,matched:K2:42:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:42,,10,M4,3,True,12,reference_oracle,matched:K2:42:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:43,,10,M4,3,True,12,reference_oracle,matched:K2:43:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:43,,10,M4,3,True,12,reference_oracle,matched:K2:43:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:43,,10,M4,3,True,12,reference_oracle,matched:K2:43:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:44,,10,M4,3,True,12,reference_oracle,matched:K2:44:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:44,,10,M4,3,True,12,reference_oracle,matched:K2:44:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:44,,10,M4,3,True,12,reference_oracle,matched:K2:44:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:45,,10,M4,3,True,12,reference_oracle,matched:K2:45:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:45,,10,M4,3,True,12,reference_oracle,matched:K2:45:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:45,,10,M4,3,True,12,reference_oracle,matched:K2:45:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:46,,10,M4,3,True,12,reference_oracle,matched:K2:46:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:46,,10,M4,3,True,12,reference_oracle,matched:K2:46:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:46,,10,M4,3,True,12,reference_oracle,matched:K2:46:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:47,,10,M4,3,True,12,reference_oracle,matched:K2:47:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:47,,10,M4,3,True,12,reference_oracle,matched:K2:47:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:47,,10,M4,3,True,12,reference_oracle,matched:K2:47:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:48,,10,M4,3,True,12,reference_oracle,matched:K2:48:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:48,,10,M4,3,True,12,reference_oracle,matched:K2:48:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:48,,10,M4,3,True,12,reference_oracle,matched:K2:48:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:49,,10,M4,3,True,12,reference_oracle,matched:K2:49:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:49,,10,M4,3,True,12,reference_oracle,matched:K2:49:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:49,,10,M4,3,True,12,reference_oracle,matched:K2:49:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:50,,10,M4,3,True,12,reference_oracle,matched:K2:50:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:50,,10,M4,3,True,12,reference_oracle,matched:K2:50:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:50,,10,M4,3,True,12,reference_oracle,matched:K2:50:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:51,,10,M4,3,True,12,reference_oracle,matched:K2:51:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:51,,10,M4,3,True,12,reference_oracle,matched:K2:51:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:51,,10,M4,3,True,12,reference_oracle,matched:K2:51:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:52,,10,M4,3,True,12,reference_oracle,matched:K2:52:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:52,,10,M4,3,True,12,reference_oracle,matched:K2:52:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:52,,10,M4,3,True,12,reference_oracle,matched:K2:52:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:53,,10,M4,3,True,12,reference_oracle,matched:K2:53:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:53,,10,M4,3,True,12,reference_oracle,matched:K2:53:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:53,,10,M4,3,True,12,reference_oracle,matched:K2:53:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:54,,10,M4,3,True,12,reference_oracle,matched:K2:54:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:54,,10,M4,3,True,12,reference_oracle,matched:K2:54:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:54,,10,M4,3,True,12,reference_oracle,matched:K2:54:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:55,,10,M4,3,True,12,reference_oracle,matched:K2:55:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:55,,10,M4,3,True,12,reference_oracle,matched:K2:55:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:55,,10,M4,3,True,12,reference_oracle,matched:K2:55:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:56,,10,M4,3,True,12,reference_oracle,matched:K2:56:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:56,,10,M4,3,True,12,reference_oracle,matched:K2:56:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:56,,10,M4,3,True,12,reference_oracle,matched:K2:56:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:57,,10,M4,3,True,12,reference_oracle,matched:K2:57:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:57,,10,M4,3,True,12,reference_oracle,matched:K2:57:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:57,,10,M4,3,True,12,reference_oracle,matched:K2:57:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:58,,10,M4,3,True,12,reference_oracle,matched:K2:58:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:58,,10,M4,3,True,12,reference_oracle,matched:K2:58:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:58,,10,M4,3,True,12,reference_oracle,matched:K2:58:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:59,,10,M4,3,True,12,reference_oracle,matched:K2:59:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:59,,10,M4,3,True,12,reference_oracle,matched:K2:59:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:59,,10,M4,3,True,12,reference_oracle,matched:K2:59:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:60,,10,M4,3,True,12,reference_oracle,matched:K2:60:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:60,,10,M4,3,True,12,reference_oracle,matched:K2:60:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:60,,10,M4,3,True,12,reference_oracle,matched:K2:60:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:61,,10,M4,3,True,12,reference_oracle,matched:K2:61:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:61,,10,M4,3,True,12,reference_oracle,matched:K2:61:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:61,,10,M4,3,True,12,reference_oracle,matched:K2:61:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:62,,10,M4,3,True,12,reference_oracle,matched:K2:62:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:62,,10,M4,3,True,12,reference_oracle,matched:K2:62:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:62,,10,M4,3,True,12,reference_oracle,matched:K2:62:T3,False,R1,True,2,False,T3,22
1,True,2,0,matched:K2:63,,10,M4,3,True,12,reference_oracle,matched:K2:63:T1,False,R1,True,2,False,T1,22
1,True,2,0,matched:K2:63,,10,M4,3,True,12,reference_oracle,matched:K2:63:T2,False,R1,True,2,False,T2,22
1,True,2,0,matched:K2:63,,10,M4,3,True,12,reference_oracle,matched:K2:63:T3,False,R1,True,2,False,T3,22
1,True,3,0,matched:K3:0,,14,M4,4,True,16,reference_oracle,matched:K3:0:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:0,,14,M4,4,True,16,reference_oracle,matched:K3:0:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:0,,14,M4,4,True,16,reference_oracle,matched:K3:0:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:1,,14,M4,4,True,16,reference_oracle,matched:K3:1:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:1,,14,M4,4,True,16,reference_oracle,matched:K3:1:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:1,,14,M4,4,True,16,reference_oracle,matched:K3:1:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:2,,14,M4,4,True,16,reference_oracle,matched:K3:2:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:2,,14,M4,4,True,16,reference_oracle,matched:K3:2:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:2,,14,M4,4,True,16,reference_oracle,matched:K3:2:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:3,,14,M4,4,True,16,reference_oracle,matched:K3:3:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:3,,14,M4,4,True,16,reference_oracle,matched:K3:3:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:3,,14,M4,4,True,16,reference_oracle,matched:K3:3:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:4,,14,M4,4,True,16,reference_oracle,matched:K3:4:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:4,,14,M4,4,True,16,reference_oracle,matched:K3:4:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:4,,14,M4,4,True,16,reference_oracle,matched:K3:4:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:5,,14,M4,4,True,16,reference_oracle,matched:K3:5:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:5,,14,M4,4,True,16,reference_oracle,matched:K3:5:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:5,,14,M4,4,True,16,reference_oracle,matched:K3:5:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:6,,14,M4,4,True,16,reference_oracle,matched:K3:6:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:6,,14,M4,4,True,16,reference_oracle,matched:K3:6:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:6,,14,M4,4,True,16,reference_oracle,matched:K3:6:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:7,,14,M4,4,True,16,reference_oracle,matched:K3:7:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:7,,14,M4,4,True,16,reference_oracle,matched:K3:7:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:7,,14,M4,4,True,16,reference_oracle,matched:K3:7:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:8,,14,M4,4,True,16,reference_oracle,matched:K3:8:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:8,,14,M4,4,True,16,reference_oracle,matched:K3:8:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:8,,14,M4,4,True,16,reference_oracle,matched:K3:8:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:9,,14,M4,4,True,16,reference_oracle,matched:K3:9:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:9,,14,M4,4,True,16,reference_oracle,matched:K3:9:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:9,,14,M4,4,True,16,reference_oracle,matched:K3:9:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:10,,14,M4,4,True,16,reference_oracle,matched:K3:10:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:10,,14,M4,4,True,16,reference_oracle,matched:K3:10:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:10,,14,M4,4,True,16,reference_oracle,matched:K3:10:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:11,,14,M4,4,True,16,reference_oracle,matched:K3:11:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:11,,14,M4,4,True,16,reference_oracle,matched:K3:11:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:11,,14,M4,4,True,16,reference_oracle,matched:K3:11:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:12,,14,M4,4,True,16,reference_oracle,matched:K3:12:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:12,,14,M4,4,True,16,reference_oracle,matched:K3:12:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:12,,14,M4,4,True,16,reference_oracle,matched:K3:12:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:13,,14,M4,4,True,16,reference_oracle,matched:K3:13:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:13,,14,M4,4,True,16,reference_oracle,matched:K3:13:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:13,,14,M4,4,True,16,reference_oracle,matched:K3:13:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:14,,14,M4,4,True,16,reference_oracle,matched:K3:14:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:14,,14,M4,4,True,16,reference_oracle,matched:K3:14:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:14,,14,M4,4,True,16,reference_oracle,matched:K3:14:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:15,,14,M4,4,True,16,reference_oracle,matched:K3:15:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:15,,14,M4,4,True,16,reference_oracle,matched:K3:15:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:15,,14,M4,4,True,16,reference_oracle,matched:K3:15:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:16,,14,M4,4,True,16,reference_oracle,matched:K3:16:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:16,,14,M4,4,True,16,reference_oracle,matched:K3:16:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:16,,14,M4,4,True,16,reference_oracle,matched:K3:16:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:17,,14,M4,4,True,16,reference_oracle,matched:K3:17:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:17,,14,M4,4,True,16,reference_oracle,matched:K3:17:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:17,,14,M4,4,True,16,reference_oracle,matched:K3:17:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:18,,14,M4,4,True,16,reference_oracle,matched:K3:18:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:18,,14,M4,4,True,16,reference_oracle,matched:K3:18:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:18,,14,M4,4,True,16,reference_oracle,matched:K3:18:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:19,,14,M4,4,True,16,reference_oracle,matched:K3:19:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:19,,14,M4,4,True,16,reference_oracle,matched:K3:19:T2,False,R2,True,3,False,T2,30
1,True,3,0,matched:K3:19,,14,M4,4,True,16,reference_oracle,matched:K3:19:T3,False,R2,True,3,False,T3,30
1,True,3,0,matched:K3:20,,14,M4,4,True,16,reference_oracle,matched:K3:20:T1,False,R2,True,3,False,T1,30
1,True,3,0,matched:K3:20,,14,M4,4,True,16,reference_oracle,matched:K3:20:T2,False,R2,True,3,False,T2,30
