depth,generated_action_tokens,machine,model_forwards,prompt_tokens,result_type,run_id,tool_calls,tool_strength,total_context_tokens
3,14,M4,4,16,reference_oracle,matched:K3:0:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:0:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:1:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:1:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:1:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:2:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:2:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:2:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:3:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:3:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:3:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:4:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:4:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:4:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:5:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:5:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:5:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:6:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:6:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:6:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:7:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:7:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:7:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:8:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:8:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:8:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:9:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:9:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:9:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:10:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:10:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:10:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:11:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:11:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:11:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:12:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:12:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:12:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:13:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:13:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:13:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:14:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:14:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:14:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:15:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:15:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:15:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:16:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:16:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:16:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:17:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:17:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:17:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:18:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:18:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:18:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:19:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:19:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:19:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:20:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:20:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:20:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:21:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:21:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:21:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:22:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:22:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:22:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:23:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:23:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:23:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:24:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:24:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:24:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:25:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:25:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:25:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:26:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:26:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:26:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:27:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:27:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:27:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:28:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:28:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:28:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:29:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:29:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:29:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:30:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:30:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:30:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:31:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:31:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:31:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:32:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:32:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:32:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:33:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:33:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:33:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:34:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:34:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:34:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:35:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:35:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:35:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:36:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:36:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:36:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:37:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:37:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:37:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:38:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:38:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:38:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:39:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:39:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:39:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:40:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:40:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:40:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:41:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:41:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:41:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:42:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:42:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:42:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:43:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:43:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:43:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:44:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:44:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:44:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:45:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:45:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:45:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:46:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:46:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:46:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:47:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:47:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:47:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:48:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:48:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:48:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:49:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:49:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:49:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:50:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:50:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:50:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:51:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:51:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:51:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:52:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:52:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:52:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:53:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:53:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:53:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:54:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:54:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:54:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:55:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:55:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:55:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:56:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:56:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:56:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:57:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:57:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:57:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:58:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:58:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:58:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:59:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:59:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:59:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:60:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:60:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:60:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:61:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:61:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:61:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:62:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:62:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:62:T3,3,T3,30
3,14,M4,4,16,reference_oracle,matched:K3:63:T1,3,T1,30
3,14,M4,4,16,reference_oracle,matched:K3:63:T2,3,T2,30
3,14,M4,4,16,reference_oracle,matched:K3:63:T3,3,T3,30
4,18,M4,5,20,reference_oracle,matched:K4:0:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:0:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:0:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:1:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:1:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:1:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:2:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:2:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:2:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:3:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:3:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:3:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:4:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:4:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:4:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:5:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:5:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:5:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:6:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:6:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:6:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:7:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:7:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:7:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:8:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:8:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:8:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:9:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:9:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:9:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:10:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:10:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:10:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:11:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:11:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:11:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:12:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:12:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:12:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:13:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:13:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:13:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:14:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:14:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:14:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:15:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:15:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:15:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:16:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:16:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:16:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:17:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:17:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:17:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:18:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:18:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:18:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:19:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:19:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:19:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:20:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:20:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:20:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:21:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:21:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:21:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:22:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:22:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:22:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:23:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:23:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:23:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:24:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:24:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:24:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:25:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:25:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:25:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:26:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:26:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:26:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:27:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:27:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:27:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:28:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:28:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:28:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:29:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:29:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:29:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:30:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:30:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:30:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:31:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:31:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:31:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:32:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:32:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:32:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:33:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:33:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:33:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:34:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:34:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:34:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:35:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:35:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:35:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:36:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:36:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:36:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:37:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:37:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:37:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:38:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:38:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:38:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:39:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:39:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:39:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:40:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:40:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:40:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:41:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:41:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:41:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:42:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:42:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:42:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:43:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:43:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:43:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:44:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:44:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:44:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:45:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:45:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:45:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:46:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:46:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:46:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:47:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:47:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:47:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:48:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:48:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:48:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:49:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:49:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:49:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:50:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:50:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:50:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:51:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:51:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:51:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:52:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:52:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:52:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:53:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:53:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:53:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:54:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:54:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:54:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:55:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:55:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:55:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:56:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:56:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:56:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:57:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:57:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:57:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:58:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:58:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:58:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:59:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:59:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:59:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:60:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:60:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:60:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:61:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:61:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:61:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:62:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:62:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:62:T3,4,T3,38
4,18,M4,5,20,reference_oracle,matched:K4:63:T1,4,T1,38
4,18,M4,5,20,reference_oracle,matched:K4:63:T2,4,T2,38
4,18,M4,5,20,reference_oracle,matched:K4:63:T3,4,T3,38
6,26,M4,7,28,reference_oracle,matched:K6:0:T1,6,T1,54
6,26,M4,7,28,reference_oracle,matched:K6:0:T2,6,T2,54
6,26,M4,7,28,reference_oracle,matched:K6:0:T3,6,T3,54
6,26,M4,7,28,reference_oracle,matched:K6:1:T1,6,T1,54
