condition,correct,example_id,margin,prediction,rank,seed,target
rule_lhs_mismatch,1,502,18.521974563598633,6,1,11,6
consequent_swap,1,503,12.118742942810059,61,1,11,61
entailed,1,504,13.26988410949707,38,1,11,38
fact_mismatch,1,505,6.53925895690918,6,1,11,6
rule_lhs_mismatch,1,506,23.638935089111328,6,1,11,6
consequent_swap,1,507,12.083230018615723,28,1,11,28
entailed,1,508,13.465954780578613,18,1,11,18
fact_mismatch,1,509,23.506420135498047,6,1,11,6
rule_lhs_mismatch,1,510,19.15533447265625,6,1,11,6
consequent_swap,1,511,10.864736557006836,29,1,11,29
entailed,1,512,10.181151390075684,49,1,11,49
fact_mismatch,1,513,19.210445404052734,6,1,11,6
rule_lhs_mismatch,1,514,23.423423767089844,6,1,11,6
consequent_swap,1,515,11.390359878540039,43,1,11,43
entailed,1,516,12.086484909057617,62,1,11,62
fact_mismatch,1,517,14.958438873291016,6,1,11,6
rule_lhs_mismatch,1,518,24.24616241455078,6,1,11,6
consequent_swap,1,519,10.565540313720703,68,1,11,68
entailed,1,520,12.13815689086914,11,1,11,11
fact_mismatch,1,521,24.061599731445312,6,1,11,6
rule_lhs_mismatch,1,522,22.671371459960938,6,1,11,6
consequent_swap,1,523,11.947725296020508,11,1,11,11
entailed,1,524,8.983505249023438,53,1,11,53
fact_mismatch,1,525,29.924747467041016,6,1,11,6
rule_lhs_mismatch,1,526,27.486539840698242,6,1,11,6
consequent_swap,1,527,14.104667663574219,25,1,11,25
entailed,1,528,11.4174165725708,65,1,11,65
fact_mismatch,1,529,19.74010467529297,6,1,11,6
rule_lhs_mismatch,1,530,25.134653091430664,6,1,11,6
consequent_swap,1,531,10.790609359741211,12,1,11,12
entailed,1,532,13.72899341583252,28,1,11,28
fact_mismatch,1,533,21.47073745727539,6,1,11,6
rule_lhs_mismatch,1,534,27.838865280151367,6,1,11,6
consequent_swap,1,535,11.997198104858398,45,1,11,45
entailed,1,536,11.87261962890625,31,1,11,31
fact_mismatch,1,537,29.208892822265625,6,1,11,6
rule_lhs_mismatch,1,538,29.828197479248047,6,1,11,6
consequent_swap,1,539,11.052907943725586,26,1,11,26
entailed,1,540,12.12889289855957,35,1,11,35
fact_mismatch,1,541,25.856033325195312,6,1,11,6
rule_lhs_mismatch,1,542,21.883581161499023,6,1,11,6
consequent_swap,1,543,12.712580680847168,16,1,11,16
entailed,1,544,12.10470962524414,34,1,11,34
fact_mismatch,1,545,28.118743896484375,6,1,11,6
rule_lhs_mismatch,1,546,10.398714065551758,6,1,11,6
consequent_swap,1,547,12.1561861038208,18,1,11,18
entailed,1,548,13.277957916259766,41,1,11,41
fact_mismatch,1,549,27.419994354248047,6,1,11,6
rule_lhs_mismatch,1,550,23.40495491027832,6,1,11,6
consequent_swap,1,551,12.462449073791504,11,1,11,11
entailed,1,552,11.396317481994629,42,1,11,42
fact_mismatch,1,553,30.30314826965332,6,1,11,6
rule_lhs_mismatch,1,554,25.944358825683594,6,1,11,6
consequent_swap,1,555,9.640146255493164,15,1,11,15
entailed,1,556,13.027076721191406,16,1,11,16
fact_mismatch,1,557,19.53229331970215,6,1,11,6
rule_lhs_mismatch,1,558,24.13359832763672,6,1,11,6
consequent_swap,1,559,13.455921173095703,52,1,11,52
entailed,1,560,12.127142906188965,59,1,11,59
fact_mismatch,1,561,24.079490661621094,6,1,11,6
rule_lhs_mismatch,1,562,16.58027458190918,6,1,11,6
consequent_swap,1,563,11.83664321899414,67,1,11,67
entailed,1,564,12.527095794677734,16,1,11,16
fact_mismatch,1,565,25.212757110595703,6,1,11,6
rule_lhs_mismatch,1,566,18.79236602783203,6,1,11,6
consequent_swap,1,567,11.416665077209473,33,1,11,33
entailed,1,568,13.443644523620605,59,1,11,59
fact_mismatch,1,569,26.55872344970703,6,1,11,6
rule_lhs_mismatch,1,570,28.73691749572754,6,1,11,6
consequent_swap,1,571,10.791034698486328,45,1,11,45
entailed,1,572,11.981172561645508,31,1,11,31
fact_mismatch,1,573,27.895671844482422,6,1,11,6
rule_lhs_mismatch,1,574,12.53592300415039,6,1,11,6
consequent_swap,1,575,11.838640213012695,42,1,11,42
entailed,1,576,13.030487060546875,59,1,11,59
fact_mismatch,1,577,22.529678344726562,6,1,11,6
rule_lhs_mismatch,1,578,25.47048568725586,6,1,11,6
consequent_swap,1,579,13.464882850646973,59,1,11,59
entailed,1,580,12.089836120605469,69,1,11,69
fact_mismatch,1,581,16.974063873291016,6,1,11,6
rule_lhs_mismatch,1,582,20.786693572998047,6,1,11,6
consequent_swap,1,583,12.077369689941406,50,1,11,50
entailed,1,584,12.462449073791504,11,1,11,11
fact_mismatch,1,585,19.00275230407715,6,1,11,6
rule_lhs_mismatch,1,586,24.06732749938965,6,1,11,6
consequent_swap,1,587,15.560193061828613,59,1,11,59
entailed,1,588,9.123401641845703,40,1,11,40
fact_mismatch,1,589,25.835540771484375,6,1,11,6
rule_lhs_mismatch,1,590,24.55594825744629,6,1,11,6
consequent_swap,1,591,13.331710815429688,70,1,11,70
entailed,1,592,12.769214630126953,35,1,11,35
fact_mismatch,1,593,18.78411865234375,6,1,11,6
rule_lhs_mismatch,1,594,29.819820404052734,6,1,11,6
consequent_swap,1,595,12.55330753326416,34,1,11,34
entailed,1,596,11.121782302856445,54,1,11,54
fact_mismatch,1,597,23.981002807617188,6,1,11,6
rule_lhs_mismatch,1,598,19.38076400756836,6,1,11,6
consequent_swap,1,599,8.293567657470703,17,1,11,17
entailed,1,600,13.400378227233887,59,1,11,59
fact_mismatch,1,601,25.267990112304688,6,1,11,6
rule_lhs_mismatch,1,602,19.045867919921875,6,1,11,6
consequent_swap,1,603,10.755964279174805,49,1,11,49
entailed,1,604,12.13676643371582,10,1,11,10
fact_mismatch,1,605,24.602983474731445,6,1,11,6
rule_lhs_mismatch,1,606,27.771242141723633,6,1,11,6
consequent_swap,1,607,11.380537033081055,33,1,11,33
entailed,1,608,9.640146255493164,15,1,11,15
fact_mismatch,1,609,19.979190826416016,6,1,11,6
rule_lhs_mismatch,1,610,13.576398849487305,6,1,11,6
consequent_swap,1,611,11.599264144897461,15,1,11,15
entailed,1,612,11.831079483032227,23,1,11,23
fact_mismatch,1,613,24.47207260131836,6,1,11,6
rule_lhs_mismatch,1,614,30.380268096923828,6,1,11,6
consequent_swap,1,615,12.447025299072266,8,1,11,8
entailed,1,616,11.453643798828125,63,1,11,63
fact_mismatch,1,617,20.442569732666016,6,1,11,6
rule_lhs_mismatch,1,618,28.979175567626953,6,1,11,6
consequent_swap,1,619,10.62299919128418,29,1,11,29
entailed,1,620,10.680174827575684,29,1,11,29
fact_mismatch,1,621,22.634418487548828,6,1,11,6
rule_lhs_mismatch,1,622,27.161815643310547,6,1,11,6
consequent_swap,1,623,11.249788284301758,39,1,11,39
entailed,1,624,10.661530494689941,70,1,11,70
fact_mismatch,1,625,19.309375762939453,6,1,11,6
rule_lhs_mismatch,1,626,25.908538818359375,6,1,11,6
consequent_swap,1,627,10.88250732421875,14,1,11,14
entailed,1,628,12.120613098144531,34,1,11,34
fact_mismatch,1,629,22.456880569458008,6,1,11,6
rule_lhs_mismatch,1,630,15.728124618530273,6,1,11,6
consequent_swap,1,631,10.185918807983398,7,1,11,7
entailed,1,632,14.353431701660156,25,1,11,25
fact_mismatch,1,633,24.787708282470703,6,1,11,6
rule_lhs_mismatch,1,634,23.57344627380371,6,1,11,6
consequent_swap,1,635,11.122495651245117,40,1,11,40
entailed,1,636,10.254602432250977,7,1,11,7
fact_mismatch,1,637,25.309085845947266,6,1,11,6
rule_lhs_mismatch,1,638,25.136348724365234,6,1,11,6
consequent_swap,1,639,15.581283569335938,9,1,11,9
entailed,1,640,12.425191879272461,48,1,11,48
fact_mismatch,1,641,19.131006240844727,6,1,11,6
rule_lhs_mismatch,1,642,29.167133331298828,6,1,11,6
consequent_swap,1,643,12.826799392700195,46,1,11,46
entailed,1,644,11.89664077758789,47,1,11,47
fact_mismatch,1,645,19.684589385986328,6,1,11,6
rule_lhs_mismatch,1,646,21.52767562866211,6,1,11,6
consequent_swap,1,647,11.167917251586914,49,1,11,49
entailed,1,648,14.154903411865234,25,1,11,25
fact_mismatch,1,649,28.65158462524414,6,1,11,6
rule_lhs_mismatch,1,650,26.870031356811523,6,1,11,6
consequent_swap,1,651,12.432458877563477,46,1,11,46
entailed,1,652,10.971221923828125,65,1,11,65
fact_mismatch,1,653,26.23783302307129,6,1,11,6
rule_lhs_mismatch,1,654,22.78702163696289,6,1,11,6
consequent_swap,1,655,11.376067161560059,37,1,11,37
entailed,1,656,12.200715065002441,65,1,11,65
fact_mismatch,1,657,25.515735626220703,6,1,11,6
rule_lhs_mismatch,1,658,15.760763168334961,6,1,11,6
consequent_swap,1,659,11.894742965698242,70,1,11,70
entailed,1,660,11.816929817199707,41,1,11,41
fact_mismatch,1,661,22.074270248413086,6,1,11,6
rule_lhs_mismatch,1,662,19.60525131225586,6,1,11,6
consequent_swap,1,663,12.439953804016113,8,1,11,8
entailed,1,664,11.957630157470703,68,1,11,68
fact_mismatch,1,665,26.27142906188965,6,1,11,6
rule_lhs_mismatch,1,666,30.12439727783203,6,1,11,6
consequent_swap,1,667,8.902063369750977,55,1,11,55
entailed,1,668,10.60832405090332,31,1,11,31
fact_mismatch,1,669,29.93612289428711,6,1,11,6
rule_lhs_mismatch,1,670,24.3955020904541,6,1,11,6
consequent_swap,1,671,11.227033615112305,28,1,11,28
entailed,1,672,12.127142906188965,59,1,11,59
fact_mismatch,1,673,21.970340728759766,6,1,11,6
rule_lhs_mismatch,1,674,21.614822387695312,6,1,11,6
consequent_swap,1,675,12.553153991699219,27,1,11,27
entailed,1,676,12.070682525634766,47,1,11,47
fact_mismatch,1,677,18.42510986328125,6,1,11,6
rule_lhs_mismatch,1,678,24.773836135864258,6,1,11,6
consequent_swap,1,679,11.36892318725586,31,1,11,31
entailed,1,680,11.847471237182617,65,1,11,65
fact_mismatch,1,681,23.757667541503906,6,1,11,6
rule_lhs_mismatch,1,682,30.550376892089844,6,1,11,6
consequent_swap,1,683,10.864736557006836,29,1,11,29
entailed,1,684,11.944095611572266,40,1,11,40
fact_mismatch,1,685,24.940505981445312,6,1,11,6
rule_lhs_mismatch,1,686,23.896865844726562,6,1,11,6
consequent_swap,1,687,13.07393741607666,36,1,11,36
entailed,1,688,10.42984390258789,29,1,11,29
fact_mismatch,1,689,21.728492736816406,6,1,11,6
rule_lhs_mismatch,1,690,27.95101547241211,6,1,11,6
consequent_swap,1,691,10.703375816345215,45,1,11,45
entailed,1,692,10.180508613586426,26,1,11,26
fact_mismatch,1,693,21.07071876525879,6,1,11,6
rule_lhs_mismatch,1,694,21.13383674621582,6,1,11,6
consequent_swap,1,695,11.241596221923828,48,1,11,48
entailed,1,696,13.956748008728027,64,1,11,64
fact_mismatch,1,697,19.53741455078125,6,1,11,6
rule_lhs_mismatch,1,698,22.4007511138916,6,1,11,6
consequent_swap,1,699,11.222318649291992,39,1,11,39
entailed,1,700,13.277957916259766,41,1,11,41
fact_mismatch,1,701,27.806499481201172,6,1,11,6
rule_lhs_mismatch,1,702,20.351709365844727,6,1,11,6
consequent_swap,1,703,11.267885208129883,21,1,11,21
entailed,1,704,9.577914237976074,65,1,11,65
fact_mismatch,1,705,18.426395416259766,6,1,11,6
rule_lhs_mismatch,1,706,11.232189178466797,6,1,11,6
consequent_swap,1,707,11.880850791931152,21,1,11,21
entailed,1,708,11.860143661499023,47,1,11,47
fact_mismatch,1,709,22.45990562438965,6,1,11,6
rule_lhs_mismatch,1,710,27.779598236083984,6,1,11,6
consequent_swap,1,711,10.922285079956055,63,1,11,63
entailed,1,712,8.747743606567383,39,1,11,39
fact_mismatch,1,713,29.05493927001953,6,1,11,6
rule_lhs_mismatch,1,714,23.797624588012695,6,1,11,6
consequent_swap,1,715,12.940024375915527,57,1,11,57
entailed,1,716,12.704767227172852,51,1,11,51
fact_mismatch,1,717,22.457473754882812,6,1,11,6
rule_lhs_mismatch,1,718,25.400392532348633,6,1,11,6
consequent_swap,1,719,12.53988265991211,57,1,11,57
entailed,1,720,11.167917251586914,49,1,11,49
fact_mismatch,1,721,25.640933990478516,6,1,11,6
rule_lhs_mismatch,1,722,20.839876174926758,6,1,11,6
consequent_swap,1,723,12.039255142211914,43,1,11,43
entailed,1,724,10.661530494689941,70,1,11,70
fact_mismatch,1,725,30.31031036376953,6,1,11,6
rule_lhs_mismatch,1,726,27.022987365722656,6,1,11,6
consequent_swap,1,727,13.000869750976562,40,1,11,40
entailed,1,728,12.527095794677734,16,1,11,16
fact_mismatch,1,729,18.338905334472656,6,1,11,6
rule_lhs_mismatch,1,730,21.830734252929688,6,1,11,6
consequent_swap,1,731,13.482462882995605,28,1,11,28
entailed,1,732,11.318958282470703,53,1,11,53
fact_mismatch,1,733,26.42261505126953,6,1,11,6
rule_lhs_mismatch,1,734,19.963220596313477,6,1,11,6
consequent_swap,1,735,11.047682762145996,20,1,11,20
entailed,1,736,11.539922714233398,58,1,11,58
fact_mismatch,1,737,24.63194465637207,6,1,11,6
rule_lhs_mismatch,1,738,24.38249969482422,6,1,11,6
consequent_swap,1,739,10.441726684570312,43,1,11,43
entailed,1,740,11.133756637573242,52,1,11,52
fact_mismatch,1,741,16.820465087890625,6,1,11,6
rule_lhs_mismatch,1,742,27.855010986328125,6,1,11,6
consequent_swap,1,743,9.597635269165039,55,1,11,55
entailed,1,744,11.914865493774414,43,1,11,43
fact_mismatch,1,745,26.40729522705078,6,1,11,6
rule_lhs_mismatch,1,746,21.844329833984375,6,1,11,6
consequent_swap,1,747,10.204076766967773,24,1,11,24
entailed,1,748,10.135632514953613,7,1,11,7
fact_mismatch,1,749,26.062259674072266,6,1,11,6
rule_lhs_mismatch,1,750,27.985424041748047,6,1,11,6
consequent_swap,1,751,11.957630157470703,68,1,11,68
entailed,1,752,11.831079483032227,23,1,11,23
fact_mismatch,1,753,20.53239631652832,6,1,11,6
rule_lhs_mismatch,1,754,26.02814483642578,6,1,11,6
consequent_swap,1,755,13.851922988891602,62,1,11,62
entailed,1,756,15.763457298278809,9,1,11,9
fact_mismatch,1,757,10.91305923461914,6,1,11,6
rule_lhs_mismatch,1,758,17.192058563232422,6,1,11,6
consequent_swap,1,759,11.383358001708984,56,1,11,56
entailed,1,760,12.930545806884766,69,1,11,69
fact_mismatch,1,761,18.193702697753906,6,1,11,6
rule_lhs_mismatch,1,762,25.249479293823242,6,1,11,6
consequent_swap,1,763,11.957630157470703,68,1,11,68
entailed,1,764,10.708337783813477,67,1,11,67
fact_mismatch,1,765,14.490921020507812,6,1,11,6
rule_lhs_mismatch,1,766,26.996871948242188,6,1,11,6
consequent_swap,1,767,12.346461296081543,65,1,11,65
entailed,1,768,10.082777976989746,54,1,11,54
fact_mismatch,1,769,23.95256996154785,6,1,11,6
rule_lhs_mismatch,1,770,27.527679443359375,6,1,11,6
consequent_swap,1,771,9.577914237976074,65,1,11,65
entailed,1,772,9.123401641845703,40,1,11,40
fact_mismatch,1,773,23.87804412841797,6,1,11,6
rule_lhs_mismatch,1,774,24.56035804748535,6,1,11,6
consequent_swap,1,775,12.425191879272461,48,1,11,48
entailed,1,776,12.399563789367676,47,1,11,47
fact_mismatch,1,777,11.424579620361328,6,1,11,6
rule_lhs_mismatch,1,778,29.92805290222168,6,1,11,6
consequent_swap,1,779,10.928939819335938,50,1,11,50
entailed,1,780,12.877209663391113,53,1,11,53
fact_mismatch,1,781,6.779947280883789,6,1,11,6
rule_lhs_mismatch,1,782,24.279951095581055,6,1,11,6
consequent_swap,1,783,12.527095794677734,16,1,11,16
entailed,1,784,13.956748008728027,64,1,11,64
fact_mismatch,1,785,23.856624603271484,6,1,11,6
rule_lhs_mismatch,1,786,27.52507209777832,6,1,11,6
consequent_swap,1,787,11.07476806640625,12,1,11,12
entailed,1,788,10.12653923034668,59,1,11,59
fact_mismatch,1,789,24.0823974609375,6,1,11,6
rule_lhs_mismatch,1,790,22.875608444213867,6,1,11,6
consequent_swap,1,791,10.411231994628906,38,1,11,38
entailed,1,792,12.63138484954834,39,1,11,39
fact_mismatch,1,793,28.324539184570312,6,1,11,6
rule_lhs_mismatch,1,794,28.06958770751953,6,1,11,6
consequent_swap,1,795,11.617231369018555,34,1,11,34
entailed,1,796,12.33779525756836,70,1,11,70
fact_mismatch,1,797,24.381000518798828,6,1,11,6
rule_lhs_mismatch,1,798,25.5808162689209,6,1,11,6
consequent_swap,1,799,13.216827392578125,13,1,11,13
entailed,1,800,11.363222122192383,58,1,11,58
fact_mismatch,1,801,21.365285873413086,6,1,11,6
rule_lhs_mismatch,1,802,28.65019416809082,6,1,11,6
consequent_swap,1,803,12.342244148254395,35,1,11,35
entailed,1,804,11.924789428710938,53,1,11,53
fact_mismatch,1,805,14.203287124633789,6,1,11,6
rule_lhs_mismatch,1,806,29.48253059387207,6,1,11,6
consequent_swap,1,807,11.875039100646973,11,1,11,11
entailed,1,808,13.125476837158203,64,1,11,64
fact_mismatch,1,809,27.87433433532715,6,1,11,6
rule_lhs_mismatch,1,810,15.701805114746094,6,1,11,6
consequent_swap,1,811,12.07188892364502,56,1,11,56
entailed,1,812,12.289717674255371,69,1,11,69
fact_mismatch,1,813,23.127901077270508,6,1,11,6
rule_lhs_mismatch,1,814,24.638904571533203,6,1,11,6
consequent_swap,1,815,12.013341903686523,27,1,11,27
entailed,1,816,11.617231369018555,34,1,11,34
fact_mismatch,1,817,25.67403793334961,6,1,11,6
rule_lhs_mismatch,1,818,26.541032791137695,6,1,11,6
consequent_swap,1,819,11.249574661254883,17,1,11,17
entailed,1,820,12.32188892364502,36,1,11,36
fact_mismatch,1,821,29.008134841918945,6,1,11,6
rule_lhs_mismatch,1,822,28.563589096069336,6,1,11,6
consequent_swap,1,823,12.547313690185547,36,1,11,36
entailed,1,824,12.377878189086914,64,1,11,64
fact_mismatch,1,825,24.187244415283203,6,1,11,6
rule_lhs_mismatch,1,826,29.508148193359375,6,1,11,6
consequent_swap,1,827,8.983505249023438,53,1,11,53
entailed,1,828,8.76330852508545,67,1,11,67
fact_mismatch,1,829,24.31930160522461,6,1,11,6
rule_lhs_mismatch,1,830,24.148441314697266,6,1,11,6
consequent_swap,1,831,11.894742965698242,70,1,11,70
entailed,1,832,9.894615173339844,55,1,11,55
fact_mismatch,1,833,22.946916580200195,6,1,11,6
rule_lhs_mismatch,1,834,31.21542739868164,6,1,11,6
consequent_swap,1,835,12.077369689941406,50,1,11,50
entailed,1,836,13.165726661682129,28,1,11,28
fact_mismatch,1,837,31.87480926513672,6,1,11,6
rule_lhs_mismatch,1,838,24.041513442993164,6,1,11,6
consequent_swap,1,839,11.076908111572266,22,1,11,22
entailed,1,840,11.253843307495117,21,1,11,21
fact_mismatch,1,841,24.770517349243164,6,1,11,6
rule_lhs_mismatch,1,842,16.73479652404785,6,1,11,6
consequent_swap,1,843,11.121782302856445,54,1,11,54
entailed,1,844,10.408743858337402,31,1,11,31
fact_mismatch,1,845,17.955717086791992,6,1,11,6
rule_lhs_mismatch,1,846,21.81859588623047,6,1,11,6
consequent_swap,1,847,11.479289054870605,17,1,11,17
entailed,1,848,11.58402156829834,35,1,11,35
fact_mismatch,1,849,23.364227294921875,6,1,11,6
rule_lhs_mismatch,1,850,28.843900680541992,6,1,11,6
consequent_swap,1,851,11.491884231567383,34,1,11,34
entailed,1,852,11.133756637573242,52,1,11,52
fact_mismatch,1,853,24.117544174194336,6,1,11,6
rule_lhs_mismatch,1,854,19.31785774230957,6,1,11,6
consequent_swap,1,855,13.277957916259766,41,1,11,41
entailed,1,856,10.75794792175293,54,1,11,54
fact_mismatch,1,857,24.98352813720703,6,1,11,6
rule_lhs_mismatch,1,858,21.116544723510742,6,1,11,6
consequent_swap,1,859,12.168316841125488,57,1,11,57
entailed,1,860,11.308308601379395,63,1,11,63
fact_mismatch,1,861,22.189706802368164,6,1,11,6
rule_lhs_mismatch,1,862,27.621355056762695,6,1,11,6
consequent_swap,1,863,10.185918807983398,7,1,11,7
entailed,1,864,12.502856254577637,44,1,11,44
fact_mismatch,1,865,20.263269424438477,6,1,11,6
rule_lhs_mismatch,1,866,23.20660972595215,6,1,11,6
consequent_swap,1,867,11.067605018615723,60,1,11,60
entailed,1,868,11.629502296447754,27,1,11,27
fact_mismatch,1,869,26.136573791503906,6,1,11,6
rule_lhs_mismatch,1,870,19.60866355895996,6,1,11,6
consequent_swap,1,871,12.49527645111084,36,1,11,36
entailed,1,872,13.688505172729492,52,1,11,52
fact_mismatch,1,873,25.512191772460938,6,1,11,6
rule_lhs_mismatch,1,874,16.848752975463867,6,1,11,6
consequent_swap,1,875,12.048230171203613,34,1,11,34
entailed,1,876,10.667118072509766,68,1,11,68
fact_mismatch,1,877,25.701339721679688,6,1,11,6
rule_lhs_mismatch,1,878,26.04570960998535,6,1,11,6
consequent_swap,1,879,10.254602432250977,7,1,11,7
entailed,1,880,10.603731155395508,28,1,11,28
fact_mismatch,1,881,16.792919158935547,6,1,11,6
rule_lhs_mismatch,1,882,21.81859588623047,6,1,11,6
consequent_swap,1,883,13.819631576538086,64,1,11,64
entailed,1,884,10.525252342224121,14,1,11,14
fact_mismatch,1,885,29.733022689819336,6,1,11,6
rule_lhs_mismatch,1,886,18.895336151123047,6,1,11,6
consequent_swap,1,887,13.638678550720215,13,1,11,13
entailed,1,888,12.82958698272705,16,1,11,16
fact_mismatch,1,889,28.075693130493164,6,1,11,6
rule_lhs_mismatch,1,890,26.293872833251953,6,1,11,6
consequent_swap,1,891,10.658647537231445,56,1,11,56
entailed,1,892,14.708375930786133,59,1,11,59
fact_mismatch,1,893,27.807689666748047,6,1,11,6
rule_lhs_mismatch,1,894,14.134172439575195,6,1,11,6
consequent_swap,1,895,12.118742942810059,61,1,11,61
entailed,1,896,10.993158340454102,51,1,11,51
fact_mismatch,1,897,19.573719024658203,6,1,11,6
rule_lhs_mismatch,1,898,19.110424041748047,6,1,11,6
consequent_swap,1,899,11.601459503173828,29,1,11,29
entailed,1,900,11.305403709411621,47,1,11,47
fact_mismatch,1,901,28.37544822692871,6,1,11,6
rule_lhs_mismatch,1,902,27.569580078125,6,1,11,6
consequent_swap,1,903,12.13676643371582,10,1,11,10
entailed,1,904,12.58847427368164,19,1,11,19
fact_mismatch,1,905,25.7683162689209,6,1,11,6
rule_lhs_mismatch,1,906,25.439743041992188,6,1,11,6
consequent_swap,1,907,11.800559043884277,30,1,11,30
entailed,1,908,12.702781677246094,61,1,11,61
fact_mismatch,1,909,21.42327880859375,6,1,11,6
rule_lhs_mismatch,1,910,17.304271697998047,6,1,11,6
consequent_swap,1,911,14.09675407409668,9,1,11,9
entailed,1,912,11.443828582763672,27,1,11,27
fact_mismatch,1,913,30.29738426208496,6,1,11,6
rule_lhs_mismatch,1,914,21.337112426757812,6,1,11,6
consequent_swap,1,915,10.326515197753906,35,1,11,35
entailed,1,916,12.338117599487305,42,1,11,42
fact_mismatch,1,917,27.25527572631836,6,1,11,6
rule_lhs_mismatch,1,918,29.120342254638672,6,1,11,6
consequent_swap,1,919,10.658034324645996,13,1,11,13
entailed,1,920,10.549718856811523,29,1,11,29
fact_mismatch,1,921,17.51561164855957,6,1,11,6
rule_lhs_mismatch,1,922,27.9765567779541,6,1,11,6
consequent_swap,1,923,12.19357681274414,53,1,11,53
entailed,1,924,11.781692504882812,17,1,11,17
fact_mismatch,1,925,21.027965545654297,6,1,11,6
rule_lhs_mismatch,1,926,19.58074951171875,6,1,11,6
consequent_swap,1,927,9.660233497619629,53,1,11,53
entailed,1,928,12.079038619995117,67,1,11,67
fact_mismatch,1,929,25.399232864379883,6,1,11,6
rule_lhs_mismatch,1,930,21.3878173828125,6,1,11,6
consequent_swap,1,931,12.754764556884766,35,1,11,35
entailed,1,932,10.821295738220215,20,1,11,20
fact_mismatch,1,933,18.08621597290039,6,1,11,6
rule_lhs_mismatch,1,934,21.793773651123047,6,1,11,6
consequent_swap,1,935,11.855070114135742,47,1,11,47
entailed,1,936,12.358195304870605,35,1,11,35
fact_mismatch,1,937,23.774852752685547,6,1,11,6
rule_lhs_mismatch,1,938,26.252723693847656,6,1,11,6
consequent_swap,1,939,12.025613784790039,47,1,11,47
entailed,1,940,12.048230171203613,34,1,11,34
fact_mismatch,1,941,26.32638931274414,6,1,11,6
rule_lhs_mismatch,1,942,29.250972747802734,6,1,11,6
consequent_swap,1,943,8.678179740905762,64,1,11,64
entailed,1,944,13.956748008728027,64,1,11,64
fact_mismatch,1,945,25.66082191467285,6,1,11,6
rule_lhs_mismatch,1,946,25.115989685058594,6,1,11,6
consequent_swap,1,947,10.441726684570312,43,1,11,43
entailed,1,948,13.166427612304688,19,1,11,19
fact_mismatch,1,949,20.438201904296875,6,1,11,6
rule_lhs_mismatch,1,950,25.99125099182129,6,1,11,6
consequent_swap,1,951,9.775782585144043,20,1,11,20
entailed,1,952,12.052811622619629,40,1,11,40
fact_mismatch,1,953,29.621675491333008,6,1,11,6
rule_lhs_mismatch,1,954,22.117273330688477,6,1,11,6
consequent_swap,1,955,10.67177677154541,26,1,11,26
entailed,1,956,10.565540313720703,68,1,11,68
fact_mismatch,1,957,22.01624870300293,6,1,11,6
rule_lhs_mismatch,1,958,24.655113220214844,6,1,11,6
consequent_swap,1,959,12.754764556884766,35,1,11,35
entailed,1,960,10.525678634643555,39,1,11,39
fact_mismatch,1,961,18.07386016845703,6,1,11,6
rule_lhs_mismatch,1,962,22.537261962890625,6,1,11,6
consequent_swap,1,963,12.000083923339844,42,1,11,42
entailed,1,964,12.411115646362305,8,1,11,8
fact_mismatch,1,965,26.162918090820312,6,1,11,6
rule_lhs_mismatch,1,966,24.491891860961914,6,1,11,6
consequent_swap,1,967,11.09774398803711,20,1,11,20
entailed,1,968,10.753789901733398,50,1,11,50
fact_mismatch,1,969,24.29385757446289,6,1,11,6
rule_lhs_mismatch,1,970,18.37605857849121,6,1,11,6
consequent_swap,1,971,11.1010160446167,50,1,11,50
entailed,1,972,13.819631576538086,64,1,11,64
fact_mismatch,1,973,24.93250274658203,6,1,11,6
rule_lhs_mismatch,1,974,20.24398422241211,6,1,11,6
consequent_swap,1,975,10.28743839263916,7,1,11,7
entailed,1,976,11.951148986816406,11,1,11,11
fact_mismatch,1,977,25.02556037902832,6,1,11,6
rule_lhs_mismatch,1,978,17.196889877319336,6,1,11,6
consequent_swap,1,979,11.416665077209473,33,1,11,33
entailed,1,980,11.35556411743164,17,1,11,17
fact_mismatch,1,981,27.909345626831055,6,1,11,6
rule_lhs_mismatch,1,982,24.310163497924805,6,1,11,6
consequent_swap,1,983,11.783832550048828,39,1,11,39
entailed,1,984,11.836641311645508,11,1,11,11
fact_mismatch,1,985,29.61110496520996,6,1,11,6
rule_lhs_mismatch,1,986,27.07521629333496,6,1,11,6
consequent_swap,1,987,11.253843307495117,21,1,11,21
entailed,1,988,12.075520515441895,35,1,11,35
fact_mismatch,1,989,27.241329193115234,6,1,11,6
rule_lhs_mismatch,1,990,25.537071228027344,6,1,11,6
consequent_swap,1,991,12.176145553588867,69,1,11,69
entailed,1,992,11.308308601379395,63,1,11,63
fact_mismatch,1,993,22.797372817993164,6,1,11,6
rule_lhs_mismatch,1,994,21.218231201171875,6,1,11,6
consequent_swap,1,995,12.198332786560059,57,1,11,57
entailed,1,996,12.430691719055176,19,1,11,19
fact_mismatch,1,997,22.748085021972656,6,1,11,6
rule_lhs_mismatch,1,998,26.6588134765625,6,1,11,6
consequent_swap,1,999,12.42486572265625,50,1,11,50
entailed,1,1000,11.253843307495117,21,1,11,21
fact_mismatch,1,1001,25.183990478515625,6,1,11,6
rule_lhs_mismatch,1,1002,24.134925842285156,6,1,11,6
consequent_swap,1,1003,11.36892318725586,31,1,11,31
entailed,1,1004,12.742671012878418,19,1,11,19
