example_id,final_correct,first_top1_boundary,model_seed,predictive_order,settling_delay,stable_top1_boundary,stage
test:b4-d3-i16:arbitrary:root:t3:prandomized:31,1,5,11,3,0,5,s1
test:b2-d2-i8:natural:parent:t0:paligned:0,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t0:paligned:16,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t0:prandomized:0,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t0:prandomized:16,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t1:paligned:0,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t1:paligned:16,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t1:prandomized:0,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t1:prandomized:16,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t2:paligned:0,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t2:paligned:16,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t2:prandomized:0,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t2:prandomized:16,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t3:paligned:0,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t3:paligned:16,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t3:prandomized:0,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:parent:t3:prandomized:16,1,1,23,1,0,1,s1
test:b2-d2-i8:natural:ancestor:t0:paligned:0,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t0:paligned:16,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t0:prandomized:0,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t0:prandomized:16,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t1:paligned:0,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t1:paligned:16,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t1:prandomized:0,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t1:prandomized:16,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t2:paligned:0,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t2:paligned:16,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t2:prandomized:0,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t2:prandomized:16,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t3:paligned:0,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t3:paligned:16,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t3:prandomized:0,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:ancestor:t3:prandomized:16,1,1,23,2,0,1,s1
test:b2-d2-i8:natural:root:t0:paligned:0,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t0:paligned:16,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t0:prandomized:0,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t0:prandomized:16,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t1:paligned:0,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t1:paligned:16,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t1:prandomized:0,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t1:prandomized:16,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t2:paligned:0,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t2:paligned:16,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t2:prandomized:0,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t2:prandomized:16,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t3:paligned:0,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t3:paligned:16,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t3:prandomized:0,1,3,23,3,0,3,s1
test:b2-d2-i8:natural:root:t3:prandomized:16,1,3,23,3,0,3,s1
test:b2-d2-i8:arbitrary:parent:t0:paligned:0,1,1,23,1,0,1,s1
test:b2-d2-i8:arbitrary:parent:t0:paligned:16,1,1,23,1,0,1,s1
test:b2-d2-i8:arbitrary:parent:t0:prandomized:0,1,1,23,1,0,1,s1
test:b2-d2-i8:arbitrary:parent:t0:prandomized:16,1,1,23,1,0,1,s1
test:b2-d2-i8:arbitrary:parent:t1:paligned:1,1,3,23,1,0,3,s1
test:b2-d2-i8:arbitrary:parent:t1:paligned:17,1,3,23,1,0,3,s1
test:b2-d2-i8:arbitrary:parent:t1:prandomized:1,1,5,23,1,0,5,s1
test:b2-d2-i8:arbitrary:parent:t1:prandomized:17,1,3,23,1,0,3,s1
test:b2-d2-i8:arbitrary:parent:t2:paligned:1,1,3,23,1,0,3,s1
test:b2-d2-i8:arbitrary:parent:t2:paligned:17,1,3,23,1,0,3,s1
test:b2-d2-i8:arbitrary:parent:t2:prandomized:1,1,3,23,1,0,3,s1
test:b2-d2-i8:arbitrary:parent:t2:prandomized:17,1,3,23,1,0,3,s1
test:b2-d2-i8:arbitrary:parent:t3:paligned:1,1,3,23,1,0,3,s1
test:b2-d2-i8:arbitrary:parent:t3:paligned:17,1,3,23,1,0,3,s1
test:b2-d2-i8:arbitrary:parent:t3:prandomized:1,1,4,23,1,0,4,s1
test:b2-d2-i8:arbitrary:parent:t3:prandomized:17,1,3,23,1,0,3,s1
test:b2-d2-i8:arbitrary:ancestor:t0:paligned:1,1,3,23,2,0,3,s1
test:b2-d2-i8:arbitrary:ancestor:t0:paligned:17,1,3,23,2,0,3,s1
test:b2-d2-i8:arbitrary:ancestor:t0:prandomized:1,1,3,23,2,0,3,s1
test:b2-d2-i8:arbitrary:ancestor:t0:prandomized:17,1,3,23,2,0,3,s1
test:b2-d2-i8:arbitrary:ancestor:t1:paligned:1,1,3,23,2,0,3,s1
test:b2-d2-i8:arbitrary:ancestor:t1:paligned:17,1,3,23,2,0,3,s1
test:b2-d2-i8:arbitrary:ancestor:t1:prandomized:1,1,5,23,2,0,5,s1
test:b2-d2-i8:arbitrary:ancestor:t1:prandomized:17,1,3,23,2,0,3,s1
test:b2-d2-i8:arbitrary:ancestor:t2:paligned:1,1,3,23,2,0,3,s1
test:b2-d2-i8:arbitrary:ancestor:t2:paligned:17,1,3,23,2,0,3,s1
test:b2-d2-i8:arbitrary:ancestor:t2:prandomized:1,1,3,23,2,0,3,s1
test:b2-d2-i8:arbitrary:ancestor:t2:prandomized:17,1,3,23,2,0,3,s1
test:b2-d2-i8:arbitrary:ancestor:t3:paligned:1,1,3,23,2,0,3,s1
test:b2-d2-i8:arbitrary:ancestor:t3:paligned:17,1,3,23,2,0,3,s1
test:b2-d2-i8:arbitrary:ancestor:t3:prandomized:1,1,4,23,2,0,4,s1
test:b2-d2-i8:arbitrary:ancestor:t3:prandomized:17,1,3,23,2,0,3,s1
test:b2-d2-i8:arbitrary:root:t0:paligned:1,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t0:paligned:17,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t0:prandomized:1,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t0:prandomized:17,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t1:paligned:1,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t1:paligned:17,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t1:prandomized:1,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t1:prandomized:17,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t2:paligned:1,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t2:paligned:17,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t2:prandomized:1,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t2:prandomized:17,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t3:paligned:1,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t3:paligned:17,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t3:prandomized:1,1,1,23,3,0,1,s1
test:b2-d2-i8:arbitrary:root:t3:prandomized:17,1,1,23,3,0,1,s1
test:b2-d2-i16:natural:parent:t0:paligned:1,1,1,23,1,0,1,s1
test:b2-d2-i16:natural:parent:t0:paligned:17,1,3,23,1,0,3,s1
test:b2-d2-i16:natural:parent:t0:prandomized:1,1,1,23,1,0,1,s1
test:b2-d2-i16:natural:parent:t0:prandomized:17,1,3,23,1,0,3,s1
test:b2-d2-i16:natural:parent:t1:paligned:1,1,1,23,1,0,1,s1
test:b2-d2-i16:natural:parent:t1:paligned:17,1,3,23,1,0,3,s1
test:b2-d2-i16:natural:parent:t1:prandomized:1,1,1,23,1,0,1,s1
test:b2-d2-i16:natural:parent:t1:prandomized:18,0,1,23,1,-1,-1,s1
test:b2-d2-i16:natural:parent:t2:paligned:2,1,1,23,1,6,7,s1
test:b2-d2-i16:natural:parent:t2:paligned:18,1,1,23,1,0,1,s1
test:b2-d2-i16:natural:parent:t2:prandomized:2,1,1,23,1,0,1,s1
test:b2-d2-i16:natural:parent:t2:prandomized:18,1,1,23,1,0,1,s1
test:b2-d2-i16:natural:parent:t3:paligned:2,1,3,23,1,0,3,s1
test:b2-d2-i16:natural:parent:t3:paligned:18,1,1,23,1,0,1,s1
test:b2-d2-i16:natural:parent:t3:prandomized:2,1,11,23,1,0,11,s1
test:b2-d2-i16:natural:parent:t3:prandomized:18,0,1,23,1,-1,-1,s1
test:b2-d2-i16:natural:ancestor:t0:paligned:2,1,1,23,2,4,5,s1
test:b2-d2-i16:natural:ancestor:t0:paligned:18,1,1,23,2,2,3,s1
test:b2-d2-i16:natural:ancestor:t0:prandomized:2,1,1,23,2,0,1,s1
test:b2-d2-i16:natural:ancestor:t0:prandomized:18,1,1,23,2,0,1,s1
test:b2-d2-i16:natural:ancestor:t1:paligned:2,1,3,23,2,0,3,s1
test:b2-d2-i16:natural:ancestor:t1:paligned:18,1,1,23,2,0,1,s1
test:b2-d2-i16:natural:ancestor:t1:prandomized:2,1,5,23,2,0,5,s1
test:b2-d2-i16:natural:ancestor:t1:prandomized:18,1,1,23,2,0,1,s1
test:b2-d2-i16:natural:ancestor:t2:paligned:2,1,1,23,2,4,5,s1
test:b2-d2-i16:natural:ancestor:t2:paligned:18,1,1,23,2,0,1,s1
test:b2-d2-i16:natural:ancestor:t2:prandomized:2,1,1,23,2,0,1,s1
test:b2-d2-i16:natural:ancestor:t2:prandomized:18,1,1,23,2,0,1,s1
test:b2-d2-i16:natural:ancestor:t3:paligned:2,1,3,23,2,0,3,s1
test:b2-d2-i16:natural:ancestor:t3:paligned:18,1,1,23,2,0,1,s1
test:b2-d2-i16:natural:ancestor:t3:prandomized:2,1,5,23,2,0,5,s1
test:b2-d2-i16:natural:ancestor:t3:prandomized:18,1,1,23,2,0,1,s1
test:b2-d2-i16:natural:root:t0:paligned:2,1,3,23,3,0,3,s1
test:b2-d2-i16:natural:root:t0:paligned:18,1,2,23,3,0,2,s1
test:b2-d2-i16:natural:root:t0:prandomized:2,1,3,23,3,0,3,s1
test:b2-d2-i16:natural:root:t0:prandomized:18,1,2,23,3,0,2,s1
test:b2-d2-i16:natural:root:t1:paligned:2,1,2,23,3,0,2,s1
test:b2-d2-i16:natural:root:t1:paligned:18,1,2,23,3,0,2,s1
test:b2-d2-i16:natural:root:t1:prandomized:2,1,3,23,3,0,3,s1
test:b2-d2-i16:natural:root:t1:prandomized:18,1,3,23,3,0,3,s1
test:b2-d2-i16:natural:root:t2:paligned:2,1,3,23,3,0,3,s1
test:b2-d2-i16:natural:root:t2:paligned:18,1,2,23,3,0,2,s1
test:b2-d2-i16:natural:root:t2:prandomized:2,1,3,23,3,0,3,s1
test:b2-d2-i16:natural:root:t2:prandomized:18,1,2,23,3,0,2,s1
test:b2-d2-i16:natural:root:t3:paligned:2,1,2,23,3,0,2,s1
test:b2-d2-i16:natural:root:t3:paligned:18,1,2,23,3,0,2,s1
test:b2-d2-i16:natural:root:t3:prandomized:2,1,3,23,3,0,3,s1
test:b2-d2-i16:natural:root:t3:prandomized:18,1,3,23,3,0,3,s1
test:b2-d2-i16:arbitrary:parent:t0:paligned:2,1,3,23,1,0,3,s1
test:b2-d2-i16:arbitrary:parent:t0:paligned:18,1,5,23,1,0,5,s1
test:b2-d2-i16:arbitrary:parent:t0:prandomized:2,1,3,23,1,0,3,s1
test:b2-d2-i16:arbitrary:parent:t0:prandomized:18,1,5,23,1,0,5,s1
test:b2-d2-i16:arbitrary:parent:t1:paligned:2,1,3,23,1,0,3,s1
test:b2-d2-i16:arbitrary:parent:t1:paligned:18,1,5,23,1,0,5,s1
test:b2-d2-i16:arbitrary:parent:t1:prandomized:2,1,3,23,1,0,3,s1
test:b2-d2-i16:arbitrary:parent:t1:prandomized:18,0,-1,23,1,-1,-1,s1
test:b2-d2-i16:arbitrary:parent:t2:paligned:2,1,3,23,1,0,3,s1
test:b2-d2-i16:arbitrary:parent:t2:paligned:18,1,5,23,1,0,5,s1
test:b2-d2-i16:arbitrary:parent:t2:prandomized:3,1,3,23,1,0,3,s1
test:b2-d2-i16:arbitrary:parent:t2:prandomized:19,1,3,23,1,0,3,s1
test:b2-d2-i16:arbitrary:parent:t3:paligned:3,1,3,23,1,0,3,s1
test:b2-d2-i16:arbitrary:parent:t3:paligned:19,1,3,23,1,0,3,s1
test:b2-d2-i16:arbitrary:parent:t3:prandomized:3,1,3,23,1,0,3,s1
test:b2-d2-i16:arbitrary:parent:t3:prandomized:19,1,3,23,1,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t0:paligned:3,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t0:paligned:19,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t0:prandomized:3,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t0:prandomized:19,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t1:paligned:3,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t1:paligned:19,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t1:prandomized:3,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t1:prandomized:19,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t2:paligned:3,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t2:paligned:19,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t2:prandomized:3,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t2:prandomized:19,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t3:paligned:3,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t3:paligned:19,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t3:prandomized:3,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:ancestor:t3:prandomized:19,1,3,23,2,0,3,s1
test:b2-d2-i16:arbitrary:root:t0:paligned:3,1,1,23,3,2,3,s1
test:b2-d2-i16:arbitrary:root:t0:paligned:19,1,3,23,3,0,3,s1
test:b2-d2-i16:arbitrary:root:t0:prandomized:3,1,1,23,3,0,1,s1
test:b2-d2-i16:arbitrary:root:t0:prandomized:19,1,3,23,3,0,3,s1
test:b2-d2-i16:arbitrary:root:t1:paligned:3,1,1,23,3,2,3,s1
test:b2-d2-i16:arbitrary:root:t1:paligned:19,1,3,23,3,0,3,s1
test:b2-d2-i16:arbitrary:root:t1:prandomized:3,1,1,23,3,2,3,s1
test:b2-d2-i16:arbitrary:root:t1:prandomized:19,1,1,23,3,0,1,s1
test:b2-d2-i16:arbitrary:root:t2:paligned:3,1,1,23,3,2,3,s1
test:b2-d2-i16:arbitrary:root:t2:paligned:19,1,3,23,3,0,3,s1
test:b2-d2-i16:arbitrary:root:t2:prandomized:3,1,1,23,3,0,1,s1
test:b2-d2-i16:arbitrary:root:t2:prandomized:19,1,3,23,3,0,3,s1
test:b2-d2-i16:arbitrary:root:t3:paligned:3,1,1,23,3,2,3,s1
test:b2-d2-i16:arbitrary:root:t3:paligned:19,1,3,23,3,0,3,s1
test:b2-d2-i16:arbitrary:root:t3:prandomized:3,1,1,23,3,2,3,s1
test:b2-d2-i16:arbitrary:root:t3:prandomized:19,1,1,23,3,0,1,s1
test:b2-d3-i8:natural:parent:t0:paligned:3,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:parent:t0:paligned:19,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:parent:t0:prandomized:3,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:parent:t0:prandomized:19,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:parent:t1:paligned:3,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:parent:t1:paligned:19,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:parent:t1:prandomized:3,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:parent:t1:prandomized:19,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:parent:t2:paligned:3,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:parent:t2:paligned:19,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:parent:t2:prandomized:3,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:parent:t2:prandomized:19,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:parent:t3:paligned:3,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:parent:t3:paligned:20,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:parent:t3:prandomized:4,1,3,23,1,0,3,s1
test:b2-d3-i8:natural:parent:t3:prandomized:20,1,5,23,1,0,5,s1
test:b2-d3-i8:natural:ancestor:t0:paligned:4,1,1,23,2,0,1,s1
test:b2-d3-i8:natural:ancestor:t0:paligned:20,1,1,23,2,0,1,s1
test:b2-d3-i8:natural:ancestor:t0:prandomized:4,1,1,23,2,0,1,s1
test:b2-d3-i8:natural:ancestor:t0:prandomized:20,1,1,23,2,0,1,s1
test:b2-d3-i8:natural:ancestor:t1:paligned:4,1,1,23,2,0,1,s1
test:b2-d3-i8:natural:ancestor:t1:paligned:20,1,1,23,2,0,1,s1
test:b2-d3-i8:natural:ancestor:t1:prandomized:4,1,1,23,2,4,5,s1
test:b2-d3-i8:natural:ancestor:t1:prandomized:20,1,1,23,2,0,1,s1
test:b2-d3-i8:natural:ancestor:t2:paligned:4,1,1,23,2,0,1,s1
test:b2-d3-i8:natural:ancestor:t2:paligned:20,1,1,23,2,0,1,s1
test:b2-d3-i8:natural:ancestor:t2:prandomized:4,1,1,23,2,0,1,s1
test:b2-d3-i8:natural:ancestor:t2:prandomized:20,1,1,23,2,0,1,s1
test:b2-d3-i8:natural:ancestor:t3:paligned:4,1,1,23,2,0,1,s1
test:b2-d3-i8:natural:ancestor:t3:paligned:20,1,1,23,2,0,1,s1
test:b2-d3-i8:natural:ancestor:t3:prandomized:4,1,1,23,2,4,5,s1
test:b2-d3-i8:natural:ancestor:t3:prandomized:20,1,1,23,2,0,1,s1
test:b2-d3-i8:natural:root:t0:paligned:4,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t0:paligned:20,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t0:prandomized:4,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t0:prandomized:20,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t1:paligned:4,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t1:paligned:20,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t1:prandomized:4,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t1:prandomized:20,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t2:paligned:4,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t2:paligned:20,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t2:prandomized:4,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t2:prandomized:20,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t3:paligned:4,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t3:paligned:20,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t3:prandomized:4,1,3,23,3,0,3,s1
test:b2-d3-i8:natural:root:t3:prandomized:20,1,3,23,3,0,3,s1
test:b2-d3-i8:arbitrary:parent:t0:paligned:4,1,1,23,1,0,1,s1
test:b2-d3-i8:arbitrary:parent:t0:paligned:20,1,5,23,1,0,5,s1
test:b2-d3-i8:arbitrary:parent:t0:prandomized:4,1,1,23,1,0,1,s1
test:b2-d3-i8:arbitrary:parent:t0:prandomized:20,1,5,23,1,0,5,s1
test:b2-d3-i8:arbitrary:parent:t1:paligned:4,1,1,23,1,0,1,s1
test:b2-d3-i8:arbitrary:parent:t1:paligned:20,1,1,23,1,4,5,s1
test:b2-d3-i8:arbitrary:parent:t1:prandomized:4,1,1,23,1,0,1,s1
test:b2-d3-i8:arbitrary:parent:t1:prandomized:20,1,5,23,1,0,5,s1
test:b2-d3-i8:arbitrary:parent:t2:paligned:4,1,1,23,1,0,1,s1
test:b2-d3-i8:arbitrary:parent:t2:paligned:20,1,5,23,1,0,5,s1
test:b2-d3-i8:arbitrary:parent:t2:prandomized:4,1,1,23,1,0,1,s1
test:b2-d3-i8:arbitrary:parent:t2:prandomized:20,1,5,23,1,0,5,s1
test:b2-d3-i8:arbitrary:parent:t3:paligned:4,1,1,23,1,0,1,s1
test:b2-d3-i8:arbitrary:parent:t3:paligned:20,1,1,23,1,4,5,s1
test:b2-d3-i8:arbitrary:parent:t3:prandomized:4,1,1,23,1,0,1,s1
test:b2-d3-i8:arbitrary:parent:t3:prandomized:20,1,5,23,1,0,5,s1
test:b2-d3-i8:arbitrary:ancestor:t0:paligned:5,1,3,23,2,0,3,s1
test:b2-d3-i8:arbitrary:ancestor:t0:paligned:21,1,3,23,2,0,3,s1
test:b2-d3-i8:arbitrary:ancestor:t0:prandomized:5,1,4,23,2,0,4,s1
test:b2-d3-i8:arbitrary:ancestor:t0:prandomized:21,1,3,23,2,0,3,s1
test:b2-d3-i8:arbitrary:ancestor:t1:paligned:5,1,3,23,2,0,3,s1
test:b2-d3-i8:arbitrary:ancestor:t1:paligned:21,1,3,23,2,0,3,s1
test:b2-d3-i8:arbitrary:ancestor:t1:prandomized:5,1,8,23,2,0,8,s1
test:b2-d3-i8:arbitrary:ancestor:t1:prandomized:21,1,5,23,2,0,5,s1
test:b2-d3-i8:arbitrary:ancestor:t2:paligned:5,1,3,23,2,0,3,s1
test:b2-d3-i8:arbitrary:ancestor:t2:paligned:21,1,3,23,2,0,3,s1
test:b2-d3-i8:arbitrary:ancestor:t2:prandomized:5,1,4,23,2,0,4,s1
test:b2-d3-i8:arbitrary:ancestor:t2:prandomized:21,1,3,23,2,0,3,s1
test:b2-d3-i8:arbitrary:ancestor:t3:paligned:5,1,3,23,2,0,3,s1
test:b2-d3-i8:arbitrary:ancestor:t3:paligned:21,1,3,23,2,0,3,s1
test:b2-d3-i8:arbitrary:ancestor:t3:prandomized:5,1,8,23,2,0,8,s1
test:b2-d3-i8:arbitrary:ancestor:t3:prandomized:21,1,5,23,2,0,5,s1
test:b2-d3-i8:arbitrary:root:t0:paligned:5,1,1,23,3,0,1,s1
test:b2-d3-i8:arbitrary:root:t0:paligned:21,1,3,23,3,0,3,s1
test:b2-d3-i8:arbitrary:root:t0:prandomized:5,1,1,23,3,0,1,s1
test:b2-d3-i8:arbitrary:root:t0:prandomized:21,1,3,23,3,0,3,s1
test:b2-d3-i8:arbitrary:root:t1:paligned:5,1,1,23,3,0,1,s1
test:b2-d3-i8:arbitrary:root:t1:paligned:21,1,3,23,3,0,3,s1
test:b2-d3-i8:arbitrary:root:t1:prandomized:5,1,1,23,3,0,1,s1
test:b2-d3-i8:arbitrary:root:t1:prandomized:21,1,3,23,3,0,3,s1
test:b2-d3-i8:arbitrary:root:t2:paligned:5,1,1,23,3,0,1,s1
test:b2-d3-i8:arbitrary:root:t2:paligned:21,1,3,23,3,0,3,s1
test:b2-d3-i8:arbitrary:root:t2:prandomized:5,1,1,23,3,0,1,s1
test:b2-d3-i8:arbitrary:root:t2:prandomized:21,1,3,23,3,0,3,s1
test:b2-d3-i8:arbitrary:root:t3:paligned:5,1,1,23,3,0,1,s1
test:b2-d3-i8:arbitrary:root:t3:paligned:21,1,3,23,3,0,3,s1
test:b2-d3-i8:arbitrary:root:t3:prandomized:5,1,1,23,3,0,1,s1
test:b2-d3-i8:arbitrary:root:t3:prandomized:21,1,3,23,3,0,3,s1
test:b2-d3-i16:natural:parent:t0:paligned:5,1,1,23,1,2,3,s1
test:b2-d3-i16:natural:parent:t0:paligned:21,1,3,23,1,0,3,s1
test:b2-d3-i16:natural:parent:t0:prandomized:5,1,1,23,1,0,1,s1
test:b2-d3-i16:natural:parent:t0:prandomized:21,1,3,23,1,0,3,s1
test:b2-d3-i16:natural:parent:t1:paligned:5,1,1,23,1,2,3,s1
test:b2-d3-i16:natural:parent:t1:paligned:21,1,3,23,1,0,3,s1
test:b2-d3-i16:natural:parent:t1:prandomized:5,1,1,23,1,0,1,s1
test:b2-d3-i16:natural:parent:t1:prandomized:21,1,3,23,1,0,3,s1
test:b2-d3-i16:natural:parent:t2:paligned:5,1,1,23,1,2,3,s1
test:b2-d3-i16:natural:parent:t2:paligned:21,1,3,23,1,0,3,s1
test:b2-d3-i16:natural:parent:t2:prandomized:5,1,1,23,1,0,1,s1
test:b2-d3-i16:natural:parent:t2:prandomized:21,1,3,23,1,0,3,s1
test:b2-d3-i16:natural:parent:t3:paligned:5,1,1,23,1,2,3,s1
test:b2-d3-i16:natural:parent:t3:paligned:21,1,3,23,1,0,3,s1
test:b2-d3-i16:natural:parent:t3:prandomized:5,1,1,23,1,0,1,s1
test:b2-d3-i16:natural:parent:t3:prandomized:21,1,3,23,1,0,3,s1
test:b2-d3-i16:natural:ancestor:t0:paligned:5,1,5,23,2,0,5,s1
test:b2-d3-i16:natural:ancestor:t0:paligned:21,1,5,23,2,0,5,s1
test:b2-d3-i16:natural:ancestor:t0:prandomized:5,1,5,23,2,0,5,s1
test:b2-d3-i16:natural:ancestor:t0:prandomized:22,1,5,23,2,0,5,s1
test:b2-d3-i16:natural:ancestor:t1:paligned:6,1,1,23,2,0,1,s1
test:b2-d3-i16:natural:ancestor:t1:paligned:22,1,2,23,2,0,2,s1
test:b2-d3-i16:natural:ancestor:t1:prandomized:6,1,1,23,2,0,1,s1
test:b2-d3-i16:natural:ancestor:t1:prandomized:22,1,2,23,2,0,2,s1
test:b2-d3-i16:natural:ancestor:t2:paligned:6,1,1,23,2,0,1,s1
test:b2-d3-i16:natural:ancestor:t2:paligned:22,1,2,23,2,0,2,s1
test:b2-d3-i16:natural:ancestor:t2:prandomized:6,1,1,23,2,0,1,s1
test:b2-d3-i16:natural:ancestor:t2:prandomized:22,1,2,23,2,0,2,s1
test:b2-d3-i16:natural:ancestor:t3:paligned:6,1,1,23,2,0,1,s1
test:b2-d3-i16:natural:ancestor:t3:paligned:22,1,2,23,2,0,2,s1
test:b2-d3-i16:natural:ancestor:t3:prandomized:6,1,1,23,2,0,1,s1
test:b2-d3-i16:natural:ancestor:t3:prandomized:22,1,2,23,2,0,2,s1
test:b2-d3-i16:natural:root:t0:paligned:6,1,3,23,3,0,3,s1
